Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,371,0,21,30.831985714270697,10.135500000160391,2092.0313000001443,10499.0,0.24753683655448466,0.0,21,23,24,25,30,35,41,43,2100,2100,2100
GET,/cart,163,0,6,6.539031901832632,4.670900000292022,9.137900000041554,5087.0,0.10875607643768463,0.0,6,7,7,7,8,8,9,9,9,9,9
GET,/product/[product_id],309,0,6,6.552825242710253,5.019199999878765,18.108899999788264,5865.0,0.20616949459659234,0.0,6,7,7,7,8,8,9,9,18,18,18
,Aggregated,843,0,8,17.235292882551146,4.670900000292022,2092.0313000001443,7753.967971530249,0.5624624075887616,0.0,8,12,16,22,24,29,35,41,2100,2100,2100
