Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/[reconnaissance-path],1109,0,4,7.42193074840561,2.04939999821363,2067.0768000054522,19.097385031559963,3.708113391879938,0.0,4,4,4,4,5,5,6,6,2000,2100,2100
,Aggregated,1109,0,4,7.42193074840561,2.04939999821363,2067.0768000054522,19.097385031559963,3.708113391879938,0.0,4,4,4,4,5,5,6,6,2000,2100,2100
