Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782376243,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782376244,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782376245,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782376246,15,,Aggregated,0.000000,0.000000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,2100,10,0,42,1033.5684400008176,6.9568000035360456,2061.8703000072856,6480.6
1782376247,20,,Aggregated,0.000000,0.000000,22,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,25,0,22,828.5338720009895,6.9568000035360456,2061.8703000072856,6697.08
1782376248,20,,Aggregated,0.000000,0.000000,20,42,2000,2000,2100,2100,2100,2100,2100,2100,2100,45,0,20,694.1556177787586,6.184400001075119,2069.315300002927,6996.2444444444445
1782376249,20,,Aggregated,3.333333,0.000000,20,28,2000,2000,2100,2100,2100,2100,2100,2100,2100,70,0,19,598.2084085724117,6.184400001075119,2069.315300002927,7110.228571428572
1782376250,20,,Aggregated,6.250000,0.000000,16,24,29,2000,2100,2100,2100,2100,2100,2100,2100,90,0,16,469.0186655562785,6.184400001075119,2069.315300002927,7159.355555555556
1782376251,20,,Aggregated,9.000000,0.000000,16,23,28,42,2100,2100,2100,2100,2100,2100,2100,110,0,15,387.19710727336036,6.184400001075119,2069.315300002927,7190.618181818182
1782376252,20,,Aggregated,11.666667,0.000000,16,22,27,29,2000,2100,2100,2100,2100,2100,2100,130,0,16,330.2030338468075,6.184400001075119,2069.315300002927,7075.661538461539
1782376253,20,,Aggregated,12.857143,0.000000,17,23,27,29,2000,2100,2100,2100,2100,2100,2100,150,0,17,289.169116000218,6.184400001075119,2069.315300002927,7042.7733333333335
1782376254,20,,Aggregated,13.750000,0.000000,17,23,27,31,2000,2100,2100,2100,2100,2100,2100,170,0,17,258.119765882507,6.184400001075119,2069.315300002927,7126.658823529412
1782376255,20,,Aggregated,14.444444,0.000000,17,22,27,29,2000,2100,2100,2100,2100,2100,2100,190,0,17,232.62021526346584,6.184400001075119,2069.315300002927,7115.621052631579
1782376256,20,,Aggregated,15.000000,0.000000,17,22,27,29,53,2100,2100,2100,2100,2100,2100,210,0,17,212.4307690478634,6.184400001075119,2069.315300002927,7147.27619047619
1782376257,20,,Aggregated,19.000000,0.000000,18,22,26,29,41,2000,2100,2100,2100,2100,2100,235,0,18,192.11891063853128,6.184400001075119,2069.315300002927,7135.6553191489365
1782376258,20,,Aggregated,20.000000,0.000000,18,23,27,29,40,2000,2100,2100,2100,2100,2100,260,0,18,175.92894615417418,6.184400001075119,2069.315300002927,7257.015384615384
1782376259,20,,Aggregated,20.500000,0.000000,18,22,27,28,38,2000,2100,2100,2100,2100,2100,288,0,18,160.42686527801683,6.184400001075119,2069.315300002927,7266.375
1782376260,20,,Aggregated,20.500000,0.000000,18,22,26,28,37,2000,2100,2100,2100,2100,2100,306,0,18,152.2842078433837,6.184400001075119,2069.315300002927,7252.032679738562
1782376261,20,,Aggregated,20.000000,0.000000,19,23,26,28,38,2000,2100,2100,2100,2100,2100,329,0,19,143.3451802433167,6.184400001075119,2069.315300002927,7218.398176291793
1782376262,20,,Aggregated,20.000000,0.000000,19,23,26,28,39,2000,2100,2100,2100,2100,2100,350,0,19,136.08697314297646,6.184400001075119,2069.315300002927,7220.982857142857
1782376263,20,,Aggregated,20.000000,0.000000,18,22,26,28,38,2000,2100,2100,2100,2100,2100,370,0,18,129.41089891907257,6.184400001075119,2069.315300002927,7166.427027027027
1782376264,20,,Aggregated,20.000000,0.000000,19,23,26,28,37,2000,2100,2100,2100,2100,2100,390,0,19,124.018635384728,6.184400001075119,2069.315300002927,7159.010256410256
1782376265,20,,Aggregated,20.000000,0.000000,19,23,26,29,37,53,2100,2100,2100,2100,2100,410,0,19,119.05811878053255,6.184400001075119,2069.315300002927,7178.717073170732
1782376266,20,,Aggregated,20.000000,0.000000,18,22,26,28,36,45,2100,2100,2100,2100,2100,430,0,18,114.24600976748734,6.184400001075119,2069.315300002927,7146.246511627907
1782376267,20,,Aggregated,20.000000,0.000000,18,22,25,27,35,45,2100,2100,2100,2100,2100,450,0,18,109.77441511110455,6.184400001075119,2069.315300002927,7123.577777777778
1782376268,20,,Aggregated,20.000000,0.000000,18,22,25,27,35,43,2100,2100,2100,2100,2100,470,0,18,105.84206361700707,6.184400001075119,2069.315300002927,7122.557446808511
1782376269,20,,Aggregated,20.000000,0.000000,18,22,25,27,34,42,2100,2100,2100,2100,2100,490,0,18,102.21840979588427,6.184400001075119,2069.315300002927,7127.902040816327
1782376270,20,,Aggregated,20.000000,0.000000,17,22,25,27,34,42,2100,2100,2100,2100,2100,510,0,17,98.8780005881791,6.184400001075119,2069.315300002927,7141.913725490196
1782376271,20,,Aggregated,20.000000,0.000000,17,22,24,27,34,41,2100,2100,2100,2100,2100,530,0,17,95.56717339618667,5.865200000698678,2069.315300002927,7134.509433962264
1782376272,20,,Aggregated,20.000000,0.000000,17,22,25,27,34,41,2100,2100,2100,2100,2100,550,0,17,92.83486345457442,5.865200000698678,2069.315300002927,7133.24
1782376273,20,,Aggregated,20.000000,0.000000,17,22,25,27,33,41,2000,2100,2100,2100,2100,570,0,17,90.19003526323982,5.865200000698678,2069.315300002927,7141.554385964912
1782376274,20,,Aggregated,20.000000,0.000000,17,21,24,27,32,41,2000,2100,2100,2100,2100,590,0,17,87.6658584745956,5.865200000698678,2069.315300002927,7147.986440677966
1782376275,20,,Aggregated,20.000000,0.000000,17,21,24,27,32,40,2000,2100,2100,2100,2100,610,0,17,85.24997803281428,5.865200000698678,2069.315300002927,7153.996721311475
1782376276,20,,Aggregated,20.000000,0.000000,17,21,24,26,32,40,2000,2100,2100,2100,2100,630,0,17,82.95319158727551,5.865200000698678,2069.315300002927,7148.619047619048
1782376277,20,,Aggregated,20.000000,0.000000,17,21,24,26,32,40,2000,2100,2100,2100,2100,650,0,17,81.00182353839045,5.865200000698678,2069.315300002927,7129.261538461538
1782376278,20,,Aggregated,20.000000,0.000000,17,21,24,26,32,40,2000,2100,2100,2100,2100,670,0,17,79.20288432825187,5.865200000698678,2069.315300002927,7121.4597014925375
1782376279,20,,Aggregated,20.000000,0.000000,17,21,23,26,32,40,2000,2100,2100,2100,2100,690,0,17,77.30522057962304,5.865200000698678,2069.315300002927,7104.011594202899
1782376280,20,,Aggregated,20.000000,0.000000,17,21,23,26,31,39,2000,2100,2100,2100,2100,710,0,17,75.68494774639757,5.865200000698678,2069.315300002927,7101.695774647887
1782376281,20,,Aggregated,20.000000,0.000000,17,21,23,26,31,39,2000,2100,2100,2100,2100,730,0,17,74.03128191771717,5.865200000698678,2069.315300002927,7096.356164383562
1782376282,20,,Aggregated,20.000000,0.000000,17,21,23,25,31,39,2000,2100,2100,2100,2100,750,0,16,72.37780359994697,5.865200000698678,2069.315300002927,7076.869333333333
1782376283,20,,Aggregated,20.000000,0.000000,17,21,23,25,31,39,2000,2100,2100,2100,2100,770,0,17,70.993461168799,5.865200000698678,2069.315300002927,7053.387012987013
1782376284,20,,Aggregated,20.000000,0.000000,17,20,23,25,30,38,2000,2100,2100,2100,2100,790,0,17,69.66940278479906,5.865200000698678,2069.315300002927,7055.541772151899
1782376285,20,,Aggregated,20.000000,0.000000,17,20,23,25,30,38,2000,2100,2100,2100,2100,810,0,16,68.26454666669532,5.865200000698678,2069.315300002927,7040.385185185185
1782376286,20,,Aggregated,20.000000,0.000000,16,20,23,25,30,38,2000,2100,2100,2100,2100,830,0,16,67.02024385542398,5.865200000698678,2069.315300002927,7025.06265060241
1782376287,20,,Aggregated,20.000000,0.000000,16,20,23,25,30,37,2000,2100,2100,2100,2100,850,0,16,65.77958788231412,5.865200000698678,2069.315300002927,7024.985882352941
1782376288,20,,Aggregated,20.000000,0.000000,16,20,23,25,30,37,2000,2100,2100,2100,2100,870,0,16,64.72685862062954,5.865200000698678,2069.315300002927,7010.72183908046
1782376289,20,,Aggregated,20.000000,0.000000,16,20,23,25,30,37,2000,2100,2100,2100,2100,890,0,16,63.694820786483604,5.865200000698678,2069.315300002927,7001.431460674157
1782376290,20,,Aggregated,20.000000,0.000000,16,20,23,24,30,36,2000,2100,2100,2100,2100,910,0,16,62.68613219776403,5.865200000698678,2069.315300002927,7002.734065934066
1782376291,20,,Aggregated,20.000000,0.000000,16,20,22,24,30,36,2000,2100,2100,2100,2100,930,0,16,61.56430311819604,5.865200000698678,2069.315300002927,6984.886021505376
1782376292,20,,Aggregated,20.000000,0.000000,16,20,22,25,30,35,2000,2100,2100,2100,2100,950,0,16,60.77514421047741,5.865200000698678,2069.315300002927,7001.934736842105
1782376293,20,,Aggregated,20.000000,0.000000,16,20,22,24,30,35,2000,2100,2100,2100,2100,970,0,16,59.816902061818126,5.865200000698678,2069.315300002927,6993.591752577319
1782376294,20,,Aggregated,20.000000,0.000000,16,20,22,24,30,35,2000,2100,2100,2100,2100,990,0,16,58.93711303027095,5.865200000698678,2069.315300002927,7011.347474747475
1782376295,20,,Aggregated,20.000000,0.000000,16,20,22,24,30,35,53,2100,2100,2100,2100,1010,0,16,58.05442881187491,5.865200000698678,2069.315300002927,7009.277227722772
1782376296,20,,Aggregated,20.000000,0.000000,16,20,22,24,30,35,53,2100,2100,2100,2100,1030,0,16,57.20504834949609,5.865200000698678,2069.315300002927,7011.78640776699
1782376297,20,,Aggregated,20.000000,0.000000,16,20,22,24,30,34,53,2100,2100,2100,2100,1050,0,16,56.36156152380863,5.865200000698678,2069.315300002927,7008.304761904762
1782376298,20,,Aggregated,20.000000,0.000000,16,19,22,24,30,34,45,2100,2100,2100,2100,1070,0,16,55.502421401860516,4.7344000049633905,2069.315300002927,7000.6224299065425
1782376300,20,,Aggregated,20.000000,0.000000,15,19,22,24,30,34,45,2100,2100,2100,2100,1090,0,15,54.729560458695694,4.7344000049633905,2069.315300002927,7004.579816513761
1782376301,20,,Aggregated,20.000000,0.000000,15,19,22,23,30,34,45,2000,2100,2100,2100,1110,0,15,53.97418891889912,4.7344000049633905,2069.315300002927,7004.189189189189
1782376302,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,34,45,2000,2100,2100,2100,1130,0,15,53.24697070796273,4.7344000049633905,2069.315300002927,6997.67610619469
1782376303,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,34,45,2000,2100,2100,2100,1150,0,15,52.61474608695489,4.7344000049633905,2069.315300002927,6986.683478260869
1782376304,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,34,43,2000,2100,2100,2100,1170,0,15,52.017550683718646,4.7344000049633905,2069.315300002927,7004.45641025641
1782376305,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,34,43,2000,2100,2100,2100,1190,0,15,51.463490756235416,4.7344000049633905,2069.315300002927,7006.709243697479
1782376306,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,42,2000,2100,2100,2100,1210,0,15,50.8885298346406,4.7344000049633905,2069.315300002927,7005.05785123967
1782376307,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,42,2000,2100,2100,2100,1230,0,15,50.288745772287086,4.7344000049633905,2069.315300002927,6994.027642276423
1782376308,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,43,2000,2100,2100,2100,1250,0,15,49.808688879886176,4.7344000049633905,2069.315300002927,7003.7536
1782376309,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,42,2000,2100,2100,2100,1270,0,15,49.24628842511126,4.7344000049633905,2069.315300002927,6997.352755905512
1782376310,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,42,2000,2100,2100,2100,1290,0,15,48.78548472859606,4.7344000049633905,2069.315300002927,6986.95503875969
1782376311,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,42,2000,2100,2100,2100,1310,0,15,48.33909213733557,4.7344000049633905,2069.315300002927,6993.4
1782376312,20,,Aggregated,20.000000,0.000000,16,19,22,23,29,33,42,2000,2100,2100,2100,1330,0,16,47.97216165405777,4.7344000049633905,2069.315300002927,6997.896240601503
1782376313,20,,Aggregated,20.000000,0.000000,16,19,22,24,29,33,42,2000,2100,2100,2100,1350,0,16,47.58757466660528,4.7344000049633905,2069.315300002927,7006.844444444445
1782376314,20,,Aggregated,20.000000,0.000000,16,19,22,23,29,33,42,2000,2100,2100,2100,1370,0,16,47.12546978094428,4.7344000049633905,2069.315300002927,7016.667153284671
1782376315,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,42,2000,2100,2100,2100,1390,0,15,46.632119856076315,4.7344000049633905,2069.315300002927,7010.073381294964
1782376316,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,41,2000,2100,2100,2100,1410,0,15,46.22763042548318,4.7344000049633905,2069.315300002927,7010.791489361702
1782376317,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,41,2000,2100,2100,2100,1430,0,15,45.76991671323654,4.7344000049633905,2069.315300002927,7008.248951048951
1782376318,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,42,2000,2100,2100,2100,1450,0,15,45.42752599995985,4.7344000049633905,2069.315300002927,7012.704827586207
1782376319,20,,Aggregated,20.000000,0.000000,16,19,22,23,29,33,42,2000,2100,2100,2100,1470,0,16,45.145217482910134,4.7344000049633905,2069.315300002927,7019.133333333333
1782376320,20,,Aggregated,20.000000,0.000000,16,19,22,24,29,33,42,2000,2100,2100,2100,1490,0,16,44.76493832207169,4.7344000049633905,2069.315300002927,7023.323489932886
1782376321,20,,Aggregated,20.000000,0.000000,16,19,22,24,29,33,42,2000,2100,2100,2100,1510,0,16,44.41591145686415,4.7344000049633905,2069.315300002927,7030.986754966887
1782376322,20,,Aggregated,20.000000,0.000000,16,19,22,23,29,33,42,2000,2100,2100,2100,1530,0,16,44.01606372540461,4.7344000049633905,2069.315300002927,7028.854901960784
1782376323,20,,Aggregated,20.000000,0.000000,16,19,22,24,29,33,42,2000,2100,2100,2100,1550,0,16,43.67235399991078,4.7344000049633905,2069.315300002927,7026.276129032258
1782376324,20,,Aggregated,20.000000,0.000000,15,19,22,23,29,33,41,2000,2100,2100,2100,1570,0,15,43.277798152732984,4.7344000049633905,2069.315300002927,7025.249681528662
1782376325,20,,Aggregated,20.000000,0.000000,16,19,22,24,29,33,41,2000,2100,2100,2100,1590,0,16,43.012225345765906,4.7344000049633905,2069.315300002927,7029.099371069183
1782376326,20,,Aggregated,20.000000,0.000000,16,19,22,23,29,33,41,2000,2100,2100,2100,1610,0,16,42.6741684470539,4.7344000049633905,2069.315300002927,7028.063354037267
1782376327,20,,Aggregated,20.000000,0.000000,16,19,22,23,29,33,41,2000,2100,2100,2100,1630,0,16,42.33568999987735,4.7344000049633905,2069.315300002927,7030.37300613497
1782376328,20,,Aggregated,20.000000,0.000000,16,19,22,23,28,33,41,2000,2100,2100,2100,1650,0,16,42.03841006049047,4.7344000049633905,2069.315300002927,7043.389090909091
1782376329,20,,Aggregated,20.000000,0.000000,16,19,22,23,29,33,41,2000,2100,2100,2100,1670,0,16,41.78038610768132,4.7344000049633905,2069.315300002927,7042.219161676647
1782376330,20,,Aggregated,20.000000,0.000000,16,19,22,23,28,33,41,2000,2100,2100,2100,1690,0,16,41.465048757316296,4.7344000049633905,2069.315300002927,7035.112426035503
1782376331,20,,Aggregated,20.000000,0.000000,15,19,22,23,28,33,41,2000,2100,2100,2100,1710,0,15,41.13909421045788,4.7344000049633905,2069.315300002927,7034.956725146199
1782376332,20,,Aggregated,20.000000,0.000000,16,19,22,24,28,33,41,2000,2100,2100,2100,1730,0,16,40.91669104037291,4.7344000049633905,2069.315300002927,7029.897109826589
1782376333,20,,Aggregated,20.000000,0.000000,16,19,22,23,28,32,41,2000,2100,2100,2100,1750,0,16,40.61180331421617,4.7344000049633905,2069.315300002927,7033.786285714285
1782376334,20,,Aggregated,20.000000,0.000000,16,19,22,23,28,32,41,2000,2100,2100,2100,1770,0,16,40.37082175134568,4.7344000049633905,2069.315300002927,7037.14802259887
1782376335,20,,Aggregated,20.000000,0.000000,16,19,22,23,28,32,41,2000,2100,2100,2100,1790,0,16,40.10509402227267,4.7344000049633905,2069.315300002927,7037.8458100558655
