Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,128,0,23,23.70854843758252,10.405699998955242,48.01730000326643,10499.0,0.10706246047494324,0.0,23,25,26,27,34,37,43,44,48,48,48
GET,/cart,96,0,7,6.8523437504760905,5.43409999954747,10.071500000776723,5087.0,0.08029684535620743,0.0,7,7,7,7,8,9,9,10,10,10,10
POST,/cart [add item],15,0,12,12.437799998830693,10.048600001027808,15.07819999824278,14659.0,0.01254638208690741,0.0,12,12,14,14,15,15,15,15,15,15,15
POST,/cart/checkout,15,0,14,14.013966666243505,11.222699999052566,18.97790000657551,5004.0,0.01254638208690741,0.0,14,14,15,16,18,19,19,19,19,19,19
GET,/product/[product_id],102,0,7,6.816203921177886,5.321399999957066,10.46459999633953,5865.0,0.08531539819097039,0.0,7,7,7,7,8,9,9,9,10,10,10
,Aggregated,356,0,8,13.439742977507091,5.321399999957066,48.01730000326643,7655.615168539326,0.29776746819593586,0.0,8,13,22,23,26,33,37,42,48,48,48
