Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/ [checkout abuse session],5,0,2067.4677999995765,2054.037579999931,2043.6270000009245,2067.4677999995765,10499.0,0.028217007700371877,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
POST,/cart [add item abuse],221,0,4,7.660979185491019,3.349700000399025,52.581600000848994,0.0,1.247191740356437,0.0,4,5,5,5,7,46,49,52,53,53,53
GET,/cart [view abuse],221,0,7,6.917913122198029,4.98650000008638,12.083699999493547,14659.0,1.247191740356437,0.0,7,7,8,8,9,10,11,11,12,12,12
POST,/cart/checkout [abuse],221,0,11,13.547965158315032,8.808100001260755,74.92380000076082,5004.0,1.247191740356437,0.0,11,12,12,13,15,20,54,55,75,75,75
GET,/product/[id] [checkout abuse],221,0,7,6.949283710399543,4.626599999028258,10.948499999358319,5865.0,1.247191740356437,0.0,7,7,7,8,8,9,10,11,11,11,11
,Aggregated,889,0,7,20.272232958363166,3.349700000399025,2067.4677999995765,6405.155230596176,5.0169839691261195,0.0,7,8,10,10,12,14,51,54,2100,2100,2100
