Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/ [checkout abuse session],5,0,2081.7525000020396,2059.6317800009274,2044.5219000030193,2081.7525000020396,10499.0,0.016744340804247627,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
POST,/cart [add item abuse],368,0,4,6.027410054309217,3.3754999967641197,51.98209999798564,0.0,1.2323834831926253,0.0,4,4,5,5,5,7,47,48,52,52,52
GET,/cart [view abuse],368,0,6,6.287631521722094,4.934100004902575,18.313799999305047,14659.0,1.2323834831926253,0.0,6,6,7,7,7,8,10,11,18,18,18
POST,/cart/checkout [abuse],368,0,10,11.553343478048507,8.418899997195695,58.250399997632485,5004.0,1.2323834831926253,0.0,10,10,11,11,12,14,53,54,58,58,58
GET,/product/[id] [checkout abuse],368,0,6,6.48206847818469,4.137899995839689,18.2792999985395,5865.0,1.2323834831926253,0.0,6,7,7,7,7,8,8,9,18,18,18
,Aggregated,1477,0,6,14.534276100120499,3.3754999967641197,2081.7525000020396,6395.937034529452,4.946278273574749,0.0,6,7,9,9,10,11,46,52,2100,2100,2100
