Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/[reconnaissance-path],438,0,4,12.976117123304558,2.2836999996798113,2051.6075000050478,19.10958904109589,3.6891186670620084,0.0,4,4,4,4,5,5,5,6,2100,2100,2100
,Aggregated,438,0,4,12.976117123304558,2.2836999996798113,2051.6075000050478,19.10958904109589,3.6891186670620084,0.0,4,4,4,4,5,5,5,6,2100,2100,2100
