Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/ [checkout abuse session],5,0,2038.6421000002883,2047.6698200014653,2038.6421000002883,2059.162400000787,10499.0,0.016743047124289694,0.0,2000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
POST,/cart [add item abuse],366,0,4,5.621839070974473,3.232300005038269,49.685799996950664,0.0,1.2255910494980056,0.0,4,4,4,4,5,6,48,49,50,50,50
GET,/cart [view abuse],366,0,6,5.941225956409598,4.724899998109322,16.789999994216487,14659.0,1.2255910494980056,0.0,6,6,6,6,7,8,8,10,17,17,17
POST,/cart/checkout [abuse],366,0,10,11.30677513666327,8.358600003703032,61.08169999788515,5004.0,1.2255910494980056,0.0,10,10,10,10,11,13,52,53,61,61,61
GET,/product/[id] [checkout abuse],366,0,6,6.382758743254515,4.6101000043563545,10.271799998008646,5865.0,1.2255910494980056,0.0,6,7,7,7,7,8,8,9,10,10,10
,Aggregated,1469,0,6,14.257862695765695,3.232300005038269,2059.162400000787,6396.012933968686,4.919107245116312,0.0,6,7,9,9,10,11,46,52,2100,2100,2100
